english	dagbani
bachelor	dakↄli
spinster	paɤ' zinli
twin	jabila
orphan	kpibga
ex husband	yidan kuro
ex wife	pa kuro
king of strength/power	yaa naa
husband	yidana
queen	pagnaa
queen's mother	napaga
earth priest	tindana
disapproval	aakai
never. (Used word final in	abada
state of collapse brought on by	abirima
plantain	aboboi
friend	abuya
ballot box ‘small box'	adakabila
bag, luggage	adiku
prayer.	adua
pigeon -pea <	adua
Cajanus cajan	adua
comb	afi
a disease of the eyelid.	afu
recovering from sickness [ O doro maa niŋ afua. He is	afua
noon, twelve o'clock zenith	agbaa
leaves of an edible shrub	agbadudu
drummer	akarma
accountant <	akunta
dock ??	akpaaku
how much?	ala
omen. [Usually considered a bad omen	alaamu
cheap price.	alaha
sin an offence against God. .	alahachi
omen. [ Alaha vielli, good omen.	alaha
how much for each? [when quantities are on	alala
cowardice.	alali
disgraceful act.	alebo
palm kernel oil.	aleji
c ‘spinach'	aleefu
honey cooked until hard,	aleewa
Assemblies of God church ‘Halleluya!' ni	aleluyani
usefulness	alfaani
exceptionally. Di viella algaya. It is	algaya
cloak coat cf.	alicheba
really	aligaaya
fraud	aligusu
gift	aliheeri
covenant, promise, bond,	alikaule
helicopter <	alikota
long cassock	alikundoŋ
conversation.	alizama
conversation ‘meeting,	alizama
heaven paradise.	alizanda
Friday. <Arabic	alizimba
judge	alkali
promise	alkauli
good luck. [ A d-alobu na be nyaaŋa.	alobu
reddish dye. <	aluura
ablution. <	alwalla
pocket	alziifu
the Sahara desert. < <Arabic	amaada
trusteeship the holding or	amaana
corruption	amaana
stretcher type of carriage Eng. ‘hammock'	amaŋka
a secret agreement,	amiinsi
bride	amiliya
children's game: played by	ampe
answer <	amsa
European	anashaara
handkerchief	anchiti
benefit, dividend	anfaani
mockery ridicule. [ mali ansarsi, to mock or	ansarsi
a salutation as a midday	antire
five.	anu
worth value	anuura
maize.	anyangbana
unfaithfulness	anyibi
courage persistence.	anzansi
silver.	anzinfa
occult powers by which	aŋkadi
omen. [ aŋko vielli, good omen aŋ	aŋko
loss misfortune. <	asaara
dowry.	asadachi
comical conduct	asafi
comical conversation.	asafihili
joke jest.	asahi
cheapness of price.	asama
morning.	asiba
early morning.	asibasi
Saturday. <Arabic	asibiri
in reality, or not knowing	ashaala
loss, misfortune. <	ashaara
secretly.	ashiloni
name of an elder male twin	Ata
three.	ata
Tuesday.	atalata
farm produce.	atam
Monday. <Arabic	atani
nine.	awai
plantain. <	ayaba
six.	ayi
dishonesty	ayiinsi
six.	ayobu
seven.	ayopoin
trouble	azaaba
fate	azali
treasure riches. <	azichi
food.	azua
pilgrimage to Mecca	aZi
to perform the rite to establish	ŋa
tale-bearing	baachali
v creeping vine.	baŋnarga
knowledge	baŋsim
too known fellow	baŋtooŋa
boasting, bragging. nyu bara ‘to boast, brag'	bara
begging	bara
to be big, large, fat di bara, bi daa borimi	bara
d syphilis.	barga
sickness.	bargu
undo a trap	barigi
blessing	barika
danger	barna
fake, not so good	bariŋ
lose, get lost	barisi
disorder	basaa
barking dog	bawahiriga
habit	bebu
or (always used between two	bee
character	behigu
doubt. .	behuŋ
mattress	belli
dwelling	benibu
mischief.	bibietali
mischief	bibilim
backwards in direction.	bibirli
bravery	bidiblim
weapon boys' equipment	bidibbini
gradually carefully quietly	bielabiela
cantankerous, malice [O mali aZiloni biem. He has	biem
paining, hurting.	biergu
placenta	bieri
pain bieri boribu ‘revenge':	bieri
illness, pain.	bierim
sand	bihigu
milk. <‘butter'	bihikpaam
female breast	bihilibiha
milk	bihim
heat	biisim
loss of a child by	bikoba
a dance.	bila
uprising an ‘uprising' is a riot :	bilbili
turn over roll and shift a little or biligi	bilgi
noble person, patriot	bilichini
childishness,	bilim
uprightness	bilchinsi
essence of meat	bim
piece N+A (Adj. is verbal	bimburginli
toilet paper	bindibga
kori	be n
lay or put across gap cross	baai
bag <	baaji
quietly	baalim
smell of animals incl. human	baam
type of dance	baamaya
battery <	baatiri
not in the least none.	babiela
alphabet, letter of alphabet /JC : from ‘a-b-c'	bachi
t acacia arabica tree .	bagalua
ending	bahigu
doom, perishing	bahiyoli
a week. <	bakwoi
to be soft	bala
be Q/ ‘it'	bala
how much less	balee
an assortment of small units	balgu
become soft slow down	baligi
shrub, the base of which are	balima
slowly, quietly, carefully cf. baalim	balimbalim
how much more. [Paƒ a so kaa ta, o bia yela	balintee
palm wine.	bam
sham excuse. [ Bama m-bala. It is a sham	bama
person having least knowledge	bambu
name	is a lunar month
v a climbing plant, the leaves of	bandoba
plural form. who? [ Banima mbala? Who are	banima
da bitch, female dog	banyaŋ
dog teeth = bite by a dog	banyini
knowledge	baŋbu
triumph or victory dance The title of Naa Siƒ ili since the	baŋgumaŋa
c new cocoyam < ?	baŋkani
c Xanthosoma mafaffa < ?	baŋkani
bank <	baŋki
grass.	baŋlari
v creeping pea plant. ‘leaves of bean' also beŋ- ?	baŋli
r agama lizard The	baŋli
